OS,DESCRIÇÃO_DA_TAREFA,LOCAL,STATUS,TIPO_DE_MANUTENÇÃO,DATA,CUSTO
5536294,RECONSTRUÇÃO DE SAPATA DO TAPACARIA,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-11,2290
5536310,REALINHAMENTO DE FIAÇÃO DO SAPATA,TIME 1,CONCLUÍDA,Corretiva,2026-07-11,3760
5536581,SUBSTITUIÇÃO PROGRAMADA DE ENGATE DO SENSOR,SETOR A,CONCLUÍDA,Preventiva,2026-07-11,430
5536369,INSPEÇÃO VISUAL DE SAPATA DO ALMOFADA,SETOR B,CONCLUÍDA,Preventiva,2026-07-11,730
5536303,MEDIÇÃO DE VIBRAÇÃO DA OFICINA PRINCIPAL,TIME 1,CONCLUÍDA,Preventiva,2026-07-11,400
5536583,INSPEÇÃO VISUAL DE BOMBA DO COMPRESSOR,SETOR B,CONCLUÍDA,Preventiva,2026-07-11,500
5535727,REVISÃO DE BOMBA DO PAINEL ELÉTRICO,OFICINA,ATRASADA,Corretiva,2026-07-11,3370
5536255,REALINHAMENTO DE SUSPENSÃO DO TAPACARIA,TIME 5,CONCLUÍDA,Corretiva,2026-07-11,3600
5536120,CORREÇÃO DE PINTURA DO ENGATE,SETOR B,CONCLUÍDA,Corretiva,2026-07-11,3140
5536401,REVISÃO DE ROLAMENTO DO CALDEIRA,SETOR D,CONCLUÍDA,Corretiva,2026-07-11,4230
5535731,REMOÇÃO DE DIREÇÃO DO REDUTOR,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-11,3560
5535776,VERIFICAÇÃO DE NÍVEL DE BOMBA DO AGV,LINHA 3,CONCLUÍDA,Preventiva,2026-07-11,220
5536202,MEDIÇÃO DE VIBRAÇÃO DA AREA LARANJA,TIME 5,CONCLUÍDA,Preventiva,2026-07-11,690
5535771,LIMPEZA DA AREA AZUL,ÁREA VERDE,CONCLUÍDA,Preventiva,2026-07-11,490
5536630,REVISÃO DE TRANSMISSÃO DO VENTILADOR INDUSTRIAL,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-11,1680
5536011,MEDIÇÃO DE VIBRAÇÃO DE RODÍZIOS DO ALMOFADA,GARAGEM,CONCLUÍDA,Preventiva,2026-07-11,220
5536037,COLAGEM DE SUSPENSÃO DO VENTILADOR INDUSTRIAL,SETOR D,CONCLUÍDA,Corretiva,2026-07-11,2160
5536522,SUBSTITUIÇÃO PROGRAMADA DE MOTOR DO VENTILADOR INDUSTRIAL,TIME 4,CONCLUÍDA,Preventiva,2026-07-11,330
5535916,LUBRIFICAÇÃO DA SETOR C,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-07-11,510
5536608,AJUSTE DE FREIO DO PAINEL ELÉTRICO,TIME 2,CONCLUÍDA,Preventiva,2026-07-12,720
5535839,RETIFICAÇÃO DE CORREIA DO SISTEMA PNEUMÁTICO,TIME 1,CONCLUÍDA,Corretiva,2026-07-12,1600
5536488,TROCA DE ÓLEO DE TAPEÇARIA DO FORNO,OFICINA,CONCLUÍDA,Preventiva,2026-07-12,240
5536481,CALIBRAÇÃO DE ASSOALHO DO TAPACARIA,GARAGEM,CONCLUÍDA,Preventiva,2026-07-12,690
5536434,REPARO DE ASSOALHO DO BATERIA,SETOR C,CONCLUÍDA,Corretiva,2026-07-12,2140
5536611,COLOCAÇÃO DE RADIADOR DO ELETRÓLISE,LINHA 3,CONCLUÍDA,Corretiva,2026-07-12,1900
5536368,REPARO DE BOMBA DO MÓDULO DE CONTROLE,LINHA 2,CONCLUÍDA,Corretiva,2026-07-12,2770
5536281,RECONSTRUÇÃO DE ASSOALHO DO SENSOR,LINHA 2,CONCLUÍDA,Corretiva,2026-07-12,3090
5535860,INSPEÇÃO VISUAL DE FILTRO DO ALMOFADA,LINHA 3,CONCLUÍDA,Preventiva,2026-07-12,510
5536465,LIMPEZA DE ROLAMENTO DO EMPILHADEIRA,LINHA 1,CONCLUÍDA,Preventiva,2026-07-12,530
5535778,REALINHAMENTO DE FIAÇÃO DO BOMBA HIDRÁULICA,TIME 4,CONCLUÍDA,Corretiva,2026-07-12,3280
5536548,REMOÇÃO DE SENSORES DO TAPUME,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-07-12,3000
5535880,REPARO DE EIXO DO EMPILHADEIRA,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-12,2400
5536613,RECONSTRUÇÃO DE TUBULAÇÃO DO MOTOR ELÉTRICO,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-12,2910
5536144,RECONSTRUÇÃO DE EMBREAGEM DO MÓDULO DE CONTROLE,ÁREA VERDE,ATRASADA,Corretiva,2026-07-12,3380
5536138,LUBRIFICAÇÃO DA OFICINA PRINCIPAL,LINHA 2,CONCLUÍDA,Preventiva,2026-07-12,790
5536080,SUBSTITUIÇÃO PROGRAMADA DA GARAGEM,DEPÓSITO,CONCLUÍDA,Preventiva,2026-07-12,400
5536215,SOLDAGEM DE CORREIA DO SISTEMA PNEUMÁTICO,TIME 2,CONCLUÍDA,Corretiva,2026-07-12,2790
5536253,INSTALAÇÃO DE EMBREAGEM DO REDUTOR,LINHA 1,CONCLUÍDA,Corretiva,2026-07-12,4320
5536050,REALINHAMENTO DE VÁLVULA DO ESTEIRA,TIME 5,CONCLUÍDA,Corretiva,2026-07-12,4290
5536189,INSTALAÇÃO DE TAPEÇARIA DO AGV,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-07-12,4400
5535785,TESTE NÃO DESTRUTIVO DE ROLAMENTO DO BATERIA,SETOR A,CONCLUÍDA,Preditiva,2026-07-12,1010
5536334,APERTO DE PARAFUSOS DA AREA VERDE,SETOR D,CONCLUÍDA,Preventiva,2026-07-12,510
5536111,LIMPEZA DA AREA VERDE,TIME 2,CONCLUÍDA,Preventiva,2026-07-12,300
5536170,ELIMINAÇÃO DE RADIADOR DO ELETRÓLISE,LINHA 3,CONCLUÍDA,Corretiva,2026-07-12,3860
5535909,TROCA DE BOMBA DO PONTU ROLANTE,LINHA 1,CONCLUÍDA,Corretiva,2026-07-12,2730
5536497,REPARO DE EIXO DO VENTILADOR INDUSTRIAL,SETOR D,CONCLUÍDA,Corretiva,2026-07-12,3550
5535905,SUBSTITUIÇÃO PROGRAMADA DE EIXO DO CARRETA,LINHA 2,CONCLUÍDA,Preventiva,2026-07-12,220
5535935,REMOÇÃO DE TRANSMISSÃO DO VENTILADOR INDUSTRIAL,SETOR A,CONCLUÍDA,Corretiva,2026-07-12,2740
5536074,SOLDAGEM DE TRANSMISSÃO DO SENSOR,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-12,2400
5536326,ELIMINAÇÃO DE FILTRO DO CALDEIRA,LINHA 1,CONCLUÍDA,Corretiva,2026-07-12,3180
5535967,CORREÇÃO DE MOTOR DO TAPUME,TIME 5,CONCLUÍDA,Corretiva,2026-07-12,3570
5536543,CALIBRAÇÃO DE EIXO DO CALDEIRA,SETOR A,CONCLUÍDA,Preventiva,2026-07-12,500
5535887,INSPEÇÃO DA OFICINA PRINCIPAL,TIME 6,CONCLUÍDA,Preventiva,2026-07-12,480
5535924,SUBSTITUIÇÃO DE EIXO DO INVERSOR,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-13,2750
5535721,SUBSTITUIÇÃO DE EIXO DO BATERIA,SETOR B,CONCLUÍDA,Corretiva,2026-07-13,2750
5535831,ANÁLISE DE ÓLEO DE VÁLVULA DO SENSOR ÓPTICO,SETOR A,CONCLUÍDA,Preditiva,2026-07-13,990
5536450,ELIMINAÇÃO DE RODÍZIOS DO INVERSOR,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-13,3850
5535830,TROCA DE ÓLEO DE ESTEIRA DO VÁLVULA,TIME 6,CONCLUÍDA,Preventiva,2026-07-13,310
5535754,MONITORAMENTO DE CORREIA DO BATERIA,LINHA 2,CONCLUÍDA,Preditiva,2026-07-13,940
5536569,TESTE DE FUNCIONAMENTO DE SUSPENSÃO DO MÓDULO DE CONTROLE,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-07-13,350
5536620,INSPEÇÃO VISUAL DE FILTRO DO ALMOFADA,LINHA 2,CONCLUÍDA,Preventiva,2026-07-13,400
5535861,INSTALAÇÃO DE PAINEL DO CARRETA,TIME 5,CONCLUÍDA,Corretiva,2026-07-13,3520
5535932,RETIFICAÇÃO DE EMBREAGEM DO CÂMBIO,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-13,2850
5536244,ULTRASSOM DE EIXO DO SENSOR ÓPTICO,TIME 1,CONCLUÍDA,Preditiva,2026-07-13,740
5535956,RETIFICAÇÃO DE TUBULAÇÃO DO RODÍZIO,TIME 6,CONCLUÍDA,Corretiva,2026-07-13,2970
5535843,COLOCAÇÃO DE CORREIA DO AGV,SETOR B,CONCLUÍDA,Corretiva,2026-07-13,2080
5536179,INSPEÇÃO DE ESTEIRA DO RODÍZIO,LINHA 3,CONCLUÍDA,Preventiva,2026-07-13,220
5536204,COLOCAÇÃO DE ALMOFADA DO ESTEIRA,SETOR A,CONCLUÍDA,Corretiva,2026-07-13,3290
5536554,TESTE DE ISOLAMENTO DE FIAÇÃO DO COMPRESSOR,OFICINA,ATRASADA,Preventiva,2026-07-13,750
5535945,LUBRIFICAÇÃO DE SUSPENSÃO DO TAPACARIA,DEPÓSITO,CONCLUÍDA,Preventiva,2026-07-13,370
5536655,CALIBRAÇÃO DA AREA VERDE,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-07-13,680
5536557,TESTE DE ISOLAMENTO DE PINTURA DO BATERIA,LINHA 2,CONCLUÍDA,Preventiva,2026-07-13,600
5536292,REMOÇÃO DE ENGATE DO ALMOFADA,OFICINA,CONCLUÍDA,Corretiva,2026-07-13,3410
5536551,SOLDAGEM DE SENSORES DO COMPRESSOR,TIME 2,CONCLUÍDA,Corretiva,2026-07-13,3320
5536584,REPARO DE ASSOALHO DO FORNO,TIME 4,CONCLUÍDA,Corretiva,2026-07-13,2110
5536072,APERTO DE PARAFUSOS DE ALMOFADA DO CALDEIRA,TIME 1,CONCLUÍDA,Preventiva,2026-07-13,260
5536510,INSTALAÇÃO DE SAPATA DO TAPACARIA,LINHA 3,CONCLUÍDA,Corretiva,2026-07-13,1390
5536360,SOLDAGEM DE DIREÇÃO DO TRANSPORTADOR,TIME 5,CONCLUÍDA,Corretiva,2026-07-13,2740
5536478,RECONSTRUÇÃO DE BOMBA DO CÂMBIO,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-13,2470
5536322,ELIMINAÇÃO DE ASSOALHO DO BATERIA,TIME 2,CONCLUÍDA,Corretiva,2026-07-13,2890
5535719,INSTALAÇÃO DE FREIO DO PONTU ROLANTE,TIME 2,CONCLUÍDA,Corretiva,2026-07-13,2080
5535986,SUBSTITUIÇÃO DE MOTOR DO TAPUME,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-13,2770
5536486,CORREÇÃO DE SENSORES DO SENSOR,GARAGEM,ATRASADA,Corretiva,2026-07-13,3010
5535808,COLOCAÇÃO DE FIAÇÃO DO ENGATE,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-13,2250
5536100,TESTE DE ISOLAMENTO DE DIREÇÃO DO SAPATA,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-07-13,610
5535807,TROCA DE ÓLEO DE CÂMBIO DO MÓDULO DE CONTROLE,LINHA 3,CONCLUÍDA,Preventiva,2026-07-13,710
5536588,ELIMINAÇÃO DE EMBREAGEM DO MOTOR ELÉTRICO,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-13,2920
5535864,SOLDAGEM DE MOTOR DO CARRETA,GARAGEM,CONCLUÍDA,Corretiva,2026-07-13,3570
5535801,ANÁLISE DE VIBRAÇÃO DE FREIO DO VÁLVULA,TIME 3,CONCLUÍDA,Preditiva,2026-07-13,1200
5536023,INSPEÇÃO ENDOSCÓPICA DE FILTRO DO CARRETA,ÁREA AZUL,CONCLUÍDA,Preditiva,2026-07-13,980
5535873,SOLDAGEM DE ESTEIRA DO CARRETA,LINHA 1,CONCLUÍDA,Corretiva,2026-07-13,3150
5535875,RETIFICAÇÃO DE TUBULAÇÃO DO ELETRÓLISE,SETOR B,CONCLUÍDA,Corretiva,2026-07-13,3490
5535779,RECONSTRUÇÃO DE ALMOFADA DO SISTEMA PNEUMÁTICO,TIME 1,CONCLUÍDA,Corretiva,2026-07-13,3140
5536133,TESTE DE FUNCIONAMENTO DE SAPATA DO EMPILHADEIRA,TIME 3,CONCLUÍDA,Preventiva,2026-07-14,260
5536251,COLAGEM DE ROLAMENTO DO ALMOFADA,ÁREA VERDE,ATRASADA,Corretiva,2026-07-14,2020
5536297,RECONSTRUÇÃO DE ROLAMENTO DO REDUTOR,TIME 2,CONCLUÍDA,Corretiva,2026-07-14,4140
5536339,RETIFICAÇÃO DE EIXO DO PAINEL ELÉTRICO,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-14,2740
5536672,COLAGEM DE PAINEL DO PONTU ROLANTE,DEPÓSITO,ATRASADA,Corretiva,2026-07-14,3060
5536055,REMOÇÃO DE DIREÇÃO DO CARRETA,SETOR B,CONCLUÍDA,Corretiva,2026-07-14,3640
5536277,COLAGEM DE PINTURA DO VÁLVULA,TIME 1,CONCLUÍDA,Corretiva,2026-07-14,2570
5536575,TESTE DE ISOLAMENTO DE FREIO DO AGV,DEPÓSITO,CONCLUÍDA,Preventiva,2026-07-14,410
5536634,RECONSTRUÇÃO DE FILTRO DO ESTEIRA,SETOR D,CONCLUÍDA,Corretiva,2026-07-14,2690
5536121,REPARO DE TUBULAÇÃO DO MOTOR ELÉTRICO,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-14,2430
5535712,RECONSTRUÇÃO DE PINTURA DO INVERSOR,ÁREA VERMELHA,ATRASADA,Corretiva,2026-07-14,3360
5536117,REPARO DE FREIO DO SISTEMA PNEUMÁTICO,SETOR A,CONCLUÍDA,Corretiva,2026-07-14,1720
5536186,ELIMINAÇÃO DE ESTEIRA DO TAPUME,GARAGEM,CONCLUÍDA,Corretiva,2026-07-14,1640
5536006,SOLDAGEM DE RODÍZIOS DO COMPRESSOR,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-07-14,2720
5536123,MEDIÇÃO DE VIBRAÇÃO DE ALMOFADA DO CARRETA,ÁREA LARANJA,ATRASADA,Preventiva,2026-07-14,610
5536640,CORREÇÃO DE ENGATE DO VÁLVULA,LINHA 3,CONCLUÍDA,Corretiva,2026-07-14,1770
5535868,CALIBRAÇÃO DA SETOR C,TIME 3,CONCLUÍDA,Preventiva,2026-07-14,320
5535735,REMOÇÃO DE TAPEÇARIA DO ENGATE,TIME 1,ATRASADA,Corretiva,2026-07-14,3030
5536395,COLAGEM DE MOTOR DO FORNO,GARAGEM,CONCLUÍDA,Corretiva,2026-07-14,2280
5535898,COLOCAÇÃO DE FIAÇÃO DO PONTU ROLANTE,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-14,2690
5535804,ELIMINAÇÃO DE PINTURA DO CORREIA TRANSPORTADORA,ÁREA VERMELHA,CONCLUÍDA,Corretiva,2026-07-14,4090
5536295,REMOÇÃO DE ALMOFADA DO INVERSOR,TIME 5,CONCLUÍDA,Corretiva,2026-07-14,1410
5535896,SOLDAGEM DE RODÍZIOS DO SENSOR,TIME 4,CONCLUÍDA,Corretiva,2026-07-14,4440
5535847,TESTE DE FUNCIONAMENTO DA AREA VERMELHA,SETOR C,CONCLUÍDA,Preventiva,2026-07-14,390
5535783,ANÁLISE DE VIBRAÇÃO DE FREIO DO TAPACARIA,ÁREA AZUL,CONCLUÍDA,Preditiva,2026-07-14,1220
5535749,INSPEÇÃO DE CORREIA DO CÂMBIO,OFICINA,CONCLUÍDA,Preventiva,2026-07-14,740
5536397,COLOCAÇÃO DE PINTURA DO MÓDULO DE CONTROLE,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-14,2640
5536216,SUBSTITUIÇÃO DE VÁLVULA DO CALDEIRA,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-14,2990
5536331,VERIFICAÇÃO DE NÍVEL DE PINTURA DO RODÍZIO,LINHA 1,CONCLUÍDA,Preventiva,2026-07-14,520
5536442,ELIMINAÇÃO DE BOMBA DO ALMOFADA,SETOR A,CONCLUÍDA,Corretiva,2026-07-14,2130
5536480,SUBSTITUIÇÃO DE RODÍZIOS DO COMPRESSOR,TIME 3,ATRASADA,Corretiva,2026-07-15,1360
5536224,COLAGEM DE ENGATE DO PAINEL ELÉTRICO,SETOR A,CONCLUÍDA,Corretiva,2026-07-15,3640
5536407,RETIFICAÇÃO DE ROLAMENTO DO REDUTOR,SETOR A,CONCLUÍDA,Corretiva,2026-07-15,3550
5536206,COLAGEM DE ROLAMENTO DO PONTU ROLANTE,SETOR C,CONCLUÍDA,Corretiva,2026-07-15,1900
5535931,REMOÇÃO DE SUSPENSÃO DO BOMBA HIDRÁULICA,LINHA 1,CONCLUÍDA,Corretiva,2026-07-15,2830
5536629,CORREÇÃO DE BOMBA DO SAPATA,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-15,2360
5536231,AJUSTE DA SETOR C,TIME 6,CONCLUÍDA,Preventiva,2026-07-15,340
5536265,REVISÃO DE EMBREAGEM DO TRANSPORTADOR,LINHA 1,CONCLUÍDA,Corretiva,2026-07-15,1730
5536342,REPARO DE BOMBA DO RODÍZIO,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-15,2920
5536555,COLAGEM DE FREIO DO REDUTOR,ÁREA LARANJA,CONCLUÍDA,Corretiva,2026-07-15,2840
5536218,TESTE DE FUNCIONAMENTO DE RODÍZIOS DO SISTEMA PNEUMÁTICO,TIME 4,CONCLUÍDA,Preventiva,2026-07-15,450
5535915,TROCA DE PINTURA DO ESTEIRA,SETOR B,CONCLUÍDA,Corretiva,2026-07-15,3260
5536666,LUBRIFICAÇÃO DE FREIO DO BATERIA,ÁREA VERMELHA,CONCLUÍDA,Preventiva,2026-07-15,360
5535750,MEDIÇÃO DE VIBRAÇÃO DE ASSOALHO DO BOMBA HIDRÁULICA,OFICINA,CONCLUÍDA,Preventiva,2026-07-15,710
5536586,REMOÇÃO DE CORREIA DO PONTU ROLANTE,TIME 3,CONCLUÍDA,Corretiva,2026-07-15,2730
5536096,INSPEÇÃO VISUAL DE CÂMBIO DO VÁLVULA,OFICINA,CONCLUÍDA,Preventiva,2026-07-15,480
5535819,REALINHAMENTO DE RODÍZIOS DO INVERSOR,GARAGEM,CONCLUÍDA,Corretiva,2026-07-15,3140
5536632,LUBRIFICAÇÃO DE RADIADOR DO SENSOR,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-07-15,510
5536321,REMOÇÃO DE EMBREAGEM DO MOTOR ELÉTRICO,SETOR B,CONCLUÍDA,Corretiva,2026-07-15,2910
5536312,TESTE DE ISOLAMENTO DE SENSORES DO CARRETA,ÁREA AZUL,CONCLUÍDA,Preventiva,2026-07-15,680
5536622,LUBRIFICAÇÃO DE MOTOR DO MOTOR ELÉTRICO,TIME 4,CONCLUÍDA,Preventiva,2026-07-15,400
5535799,MEDIÇÃO DE VIBRAÇÃO DE SENSORES DO ESTEIRA,SETOR D,CONCLUÍDA,Preventiva,2026-07-15,300
5536508,TESTE DE FUNCIONAMENTO DE RODÍZIOS DO ENGATE,TIME 6,CONCLUÍDA,Preventiva,2026-07-15,280
5535971,MEDIÇÃO DE VIBRAÇÃO DE ASSOALHO DO CARRETA,OFICINA,CONCLUÍDA,Preventiva,2026-07-15,310
5536428,CALIBRAÇÃO DA DEPÓSITO CENTRAL,LINHA 2,CONCLUÍDA,Preventiva,2026-07-15,600
5536675,CORREÇÃO DE ROLAMENTO DO TAPUME,LINHA 2,ATRASADA,Corretiva,2026-07-15,2340
5536299,REMOÇÃO DE ALMOFADA DO INVERSOR,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-15,2390
5535827,REPARO DE ENGATE DO PONTU ROLANTE,TIME 5,CONCLUÍDA,Corretiva,2026-07-15,1770
5535780,INSPEÇÃO TERMOGRÁFICA DE ALMOFADA DO SENSOR ÓPTICO,SETOR B,CONCLUÍDA,Preditiva,2026-07-15,330
5536178,ELIMINAÇÃO DE FILTRO DO MÓDULO DE CONTROLE,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-15,3090
5535862,SUBSTITUIÇÃO DE FILTRO DO REDUTOR,TIME 3,CONCLUÍDA,Corretiva,2026-07-15,2530
5536317,COLAGEM DE ALMOFADA DO REDUTOR,LINHA 2,CONCLUÍDA,Corretiva,2026-07-15,2980
5536441,SOLDAGEM DE EIXO DO PONTU ROLANTE,SETOR B,CONCLUÍDA,Corretiva,2026-07-16,4460
5535919,REPARO DE FILTRO DO TAPUME,LINHA 1,ATRASADA,Corretiva,2026-07-16,2890
5536038,TESTE DE FUNCIONAMENTO DE ROLAMENTO DO SISTEMA PNEUMÁTICO,LINHA 1,CONCLUÍDA,Preventiva,2026-07-16,320
5536446,INSTALAÇÃO DE ALMOFADA DO CARRETA,TIME 1,CONCLUÍDA,Corretiva,2026-07-16,2660
5536669,REMOÇÃO DE PINTURA DO VENTILADOR INDUSTRIAL,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-16,4070
5535806,TROCA DE ÓLEO DE FIAÇÃO DO ESTEIRA,TIME 4,CONCLUÍDA,Preventiva,2026-07-16,340
5536439,CORREÇÃO DE FILTRO DO BATERIA,SETOR C,CONCLUÍDA,Corretiva,2026-07-16,4210
5536447,REALINHAMENTO DE ESTEIRA DO SENSOR ÓPTICO,LINHA 1,CONCLUÍDA,Corretiva,2026-07-16,2050
5536016,INSPEÇÃO ENDOSCÓPICA DE TUBULAÇÃO DO ESTEIRA,TIME 1,CONCLUÍDA,Preditiva,2026-07-16,480
5536311,LUBRIFICAÇÃO DE SUSPENSÃO DO VÁLVULA,SETOR C,CONCLUÍDA,Preventiva,2026-07-16,270
5536152,RETIFICAÇÃO DE SUSPENSÃO DO ESTEIRA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-16,4000
5536067,CALIBRAÇÃO DA SETOR B,SETOR C,CONCLUÍDA,Preventiva,2026-07-16,340
5536154,SOLDAGEM DE SENSORES DO SISTEMA PNEUMÁTICO,TIME 3,CONCLUÍDA,Corretiva,2026-07-16,2000
5536184,REALINHAMENTO DE CORREIA DO FORNO,LINHA 1,CONCLUÍDA,Corretiva,2026-07-16,3990
5536352,LIMPEZA DA OFICINA PRINCIPAL,LINHA 2,CONCLUÍDA,Preventiva,2026-07-16,700
5535714,SUBSTITUIÇÃO DE RODÍZIOS DO RODÍZIO,TIME 5,CONCLUÍDA,Corretiva,2026-07-16,3000
5536165,COLAGEM DE TUBULAÇÃO DO COMPRESSOR,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-16,2460
5536010,COLOCAÇÃO DE TRANSMISSÃO DO MÓDULO DE CONTROLE,SETOR B,CONCLUÍDA,Corretiva,2026-07-16,1380
5535758,REALINHAMENTO DE CÂMBIO DO ENGATE,ÁREA AZUL,ATRASADA,Corretiva,2026-07-16,3780
5536336,SOLDAGEM DE FILTRO DO MÓDULO DE CONTROLE,TIME 1,CONCLUÍDA,Corretiva,2026-07-16,2120
5535738,CALIBRAÇÃO DE FILTRO DO VÁLVULA,TIME 3,CONCLUÍDA,Preventiva,2026-07-16,290
5536053,SUBSTITUIÇÃO DE ASSOALHO DO CORREIA TRANSPORTADORA,SETOR D,CONCLUÍDA,Corretiva,2026-07-16,3190
5536366,COLOCAÇÃO DE PAINEL DO ESTEIRA,TIME 5,CONCLUÍDA,Corretiva,2026-07-16,3760
5535883,ELIMINAÇÃO DE ESTEIRA DO CALDEIRA,SETOR A,CONCLUÍDA,Corretiva,2026-07-16,3110
5536158,SUBSTITUIÇÃO PROGRAMADA DE SUSPENSÃO DO AGV,TIME 5,CONCLUÍDA,Preventiva,2026-07-16,380
5536375,TESTE DE FUNCIONAMENTO DE FILTRO DO CORREIA TRANSPORTADORA,TIME 6,CONCLUÍDA,Preventiva,2026-07-16,620
5536066,AJUSTE DA GARAGEM,SETOR B,CONCLUÍDA,Preventiva,2026-07-16,320
5536389,COLAGEM DE VÁLVULA DO CÂMBIO,LINHA 1,CONCLUÍDA,Corretiva,2026-07-17,3600
5535858,TESTE DE FUNCIONAMENTO DE SENSORES DO ELETRÓLISE,TIME 5,ATRASADA,Preventiva,2026-07-17,430
5536549,REMOÇÃO DE EMBREAGEM DO ENGATE,SETOR C,CONCLUÍDA,Corretiva,2026-07-17,1700
5536267,TESTE DE FUNCIONAMENTO DA LINHA DE PRODUÇÃO 2,TIME 2,CONCLUÍDA,Preventiva,2026-07-17,550
5536631,SUBSTITUIÇÃO PROGRAMADA DE MOTOR DO MÓDULO DE CONTROLE,TIME 6,ATRASADA,Preventiva,2026-07-17,530
5536546,TESTE DE FUNCIONAMENTO DE ROLAMENTO DO CALDEIRA,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-07-17,390
5536374,INSPEÇÃO VISUAL DA LINHA DE PRODUÇÃO 2,GARAGEM,CONCLUÍDA,Preventiva,2026-07-17,490
5536243,REVISÃO DE SAPATA DO ALMOFADA,ÁREA VERDE,CONCLUÍDA,Corretiva,2026-07-17,2410
5536257,MEDIÇÃO DE VIBRAÇÃO DA LINHA DE PRODUÇÃO 1,TIME 2,CONCLUÍDA,Preventiva,2026-07-17,270
5536259,CORREÇÃO DE TRANSMISSÃO DO FORNO,TIME 4,CONCLUÍDA,Corretiva,2026-07-17,2830
5536001,LIMPEZA DA AREA VERDE,SETOR C,CONCLUÍDA,Preventiva,2026-07-17,870
5536429,TROCA DE ÓLEO DE ALMOFADA DO SENSOR,SETOR C,CONCLUÍDA,Preventiva,2026-07-17,630
5536160,AJUSTE DE BOMBA DO BATERIA,DEPÓSITO,CONCLUÍDA,Preventiva,2026-07-17,450
5536414,CALIBRAÇÃO DE ALMOFADA DO SISTEMA PNEUMÁTICO,LINHA 3,CONCLUÍDA,Preventiva,2026-07-17,360
5535765,INSPEÇÃO DE RODÍZIOS DO REDUTOR,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-07-17,310
5535949,COLAGEM DE ESTEIRA DO SENSOR,SETOR C,CONCLUÍDA,Corretiva,2026-07-17,2140
5536483,COLOCAÇÃO DE FREIO DO VÁLVULA,TIME 4,CONCLUÍDA,Corretiva,2026-07-17,4010
5535795,CALIBRAÇÃO DA AREA AZUL,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-07-17,500
5535988,CALIBRAÇÃO DA SETOR B,TIME 3,CONCLUÍDA,Preventiva,2026-07-17,320
5536594,REALINHAMENTO DE PAINEL DO AGV,SETOR C,CONCLUÍDA,Corretiva,2026-07-17,3880
5536187,REALINHAMENTO DE ROLAMENTO DO BATERIA,SETOR D,CONCLUÍDA,Corretiva,2026-07-17,1680
5536582,COLOCAÇÃO DE TUBULAÇÃO DO ELETRÓLISE,DEPÓSITO,CONCLUÍDA,Corretiva,2026-07-17,2220
5535968,REMOÇÃO DE TUBULAÇÃO DO CORREIA TRANSPORTADORA,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-17,1650
5535781,CALIBRAÇÃO DE VÁLVULA DO PAINEL ELÉTRICO,ÁREA LARANJA,CONCLUÍDA,Preventiva,2026-07-17,310
5536028,REMOÇÃO DE ASSOALHO DO TRANSPORTADOR,ÁREA AZUL,CONCLUÍDA,Corretiva,2026-07-17,2800
5536015,RETIFICAÇÃO DE SENSORES DO VENTILADOR INDUSTRIAL,SETOR C,CONCLUÍDA,Corretiva,2026-07-17,1540
